event_type,seq_id,time_stamp
event_2,device_16,1087.5970950307700
event_2,device_16,1087.9559627527400
event_1,device_52,1110.820350520370
event_2,device_52,1110.9418295013400
event_1,device_52,1115.1741017833500
event_2,device_52,1115.293608330760
event_1,device_52,1121.7995217692700
event_2,device_52,1121.9225090866800
event_1,device_16,1156.237132752810
event_2,device_16,1156.3644130171200
event_1,device_52,1160.5854308122200
event_2,device_52,1160.828272756800
event_1,device_52,1164.5581534315200
event_2,device_52,1164.797514606090
event_1,device_16,1168.8842905692100
event_2,device_16,1169.1256241773500
event_1,device_52,1179.1270461947900
event_2,device_52,1179.3630426167300
event_1,device_16,1179.8399085773300
event_2,device_16,1180.2007487328800
event_1,device_16,1201.877380618590
event_2,device_16,1201.8793530521600
event_1,device_16,1209.0033357956000
event_1,device_16,1210.6930191876700
event_2,device_16,1210.812525735080
event_1,device_16,1224.6911811623200
event_2,device_16,1224.932166690690
event_1,device_16,1229.4432489292900
event_2,device_16,1229.5738939462400
event_1,device_16,1231.198718926980
event_2,device_16,1231.570349499960
event_3,device_35,1259.8922417523000
event_1,device_52,1269.9717491292200
event_2,device_52,1270.089747340180
event_1,device_16,1271.5493516110300
event_2,device_16,1271.790685246830
event_1,device_52,1277.710668487350
event_2,device_52,1277.951654015720
event_1,device_16,1334.7702893910800
event_2,device_16,1334.7717977275100
event_1,device_16,1335.6439634915800
event_2,device_16,1335.898059950730
event_1,device_16,1336.149835868880
event_2,device_16,1336.155173055080
event_1,device_16,1364.8874485028900
event_2,device_16,1365.1264615977000
event_1,device_16,1365.6091288416400
event_2,device_16,1365.851970786220
event_1,device_52,1382.5895013531100
event_2,device_52,1382.8451061486900
event_1,device_16,1392.627239434670
event_2,device_16,1392.7487184433000
event_1,device_16,1396.5891716641900
event_2,device_16,1396.848721326900
event_1,device_16,1401.3868375486200
event_2,device_16,1401.6243423346600
event_1,device_16,1403.6713851122700
event_2,device_16,1403.9092379504100
event_1,device_16,1425.8868407144300
event_2,device_16,1426.010176111600
event_1,device_16,1433.148894111950
event_2,device_16,1433.39718928776
event_1,device_16,1436.7878105864800
event_2,device_16,1437.0380781958600
event_1,device_16,1448.3560446959600
event_2,device_16,1448.7257028077100
event_1,device_16,1458.7221357187100
event_2,device_16,1458.9704308945200
event_1,device_16,1474.808761686560
event_2,device_16,1475.0516036311300
event_1,device_16,1496.6869303462800
event_2,device_16,1496.8084093272500
event_1,device_16,1550.4478223734100
event_2,device_16,1550.691128442780
event_1,device_16,1551.445295995880
event_2,device_16,1551.6862815242600
event_1,device_16,1560.9753052562900
event_2,device_16,1561.2201196620900
event_1,device_16,1582.4326484382000
event_2,device_16,1582.5506466491700
event_1,device_52,1630.9086823276400
event_2,device_52,1631.1534967334500
event_1,device_16,1639.5085129629400
event_2,device_16,1639.7513549075100
event_1,device_16,1660.8518028010200
event_2,device_16,1661.11286080017
event_3,device_15,1667.2433147882800
event_4,device_35,1667.2433147882800
event_1,device_16,1676.5086692621600
event_2,device_16,1676.749654818190
event_1,device_16,1700.500943634470
event_2,device_16,1700.6242790316400
event_1,device_16,1704.5587131255800
event_2,device_16,1704.917580875220
event_1,device_16,1706.2724138555700
event_2,device_16,1706.5226814649400
event_1,device_16,1736.9333857902600
event_2,device_16,1737.1708905763000
event_1,device_16,1737.2922535399000
event_2,device_16,1737.5444935828400
event_1,device_16,1798.1775924076000
event_2,device_16,1798.4243792193100
event_1,device_16,1799.7242160115000
event_2,device_16,1799.858457843470
event_1,device_16,1805.0007202901100
event_2,device_16,1805.24008146468
event_1,device_52,1807.1893145471400
event_2,device_52,1807.3146223778800
event_1,device_16,1817.7604231139000
event_2,device_16,1818.1212632694500
event_1,device_52,1838.9853666612500
event_2,device_52,1839.108818075790
event_1,device_16,1911.2342701465200
event_2,device_16,1911.4790845523200
event_1,device_16,1915.43707188704
event_2,device_16,1915.6765491066400
event_1,device_52,1944.8542474846800
event_2,device_52,1945.0937247042900
event_1,device_16,1953.2475522395200
event_2,device_16,1953.4850569979000
event_1,device_16,1989.4553685053200
event_2,device_16,1989.5748750527200
event_1,device_16,2002.330749026750
event_2,device_16,2002.4525760874900
event_1,device_16,2014.1294103372300
event_2,device_16,2014.3687715118000
event_1,device_16,2040.369800136370
event_2,device_16,2040.618443391950
event_1,device_16,2046.284794270450
event_2,device_16,2046.5311170126900
event_1,device_52,2049.686322003980
event_2,device_52,2049.9346171521200
event_1,device_52,2052.2245019019800
event_2,device_52,2052.3498097327200
event_1,device_16,2058.607079915660
event_2,device_16,2058.8465571352600
event_1,device_16,2072.3766711055100
event_2,device_16,2072.37817944194
event_1,device_52,2073.821540119440
event_2,device_52,2074.0752884711600
event_1,device_16,2092.47778896034
event_2,device_16,2092.722603338480
event_1,device_16,2096.053239314940
event_2,device_16,2096.300026154310
event_1,device_16,2111.684696146760
event_2,device_16,2111.9313669411000
event_1,device_16,2125.651879243480
event_2,device_16,2126.010746965460
event_1,device_16,2160.202383314190
event_2,device_16,2160.2038916506200
event_1,device_16,2170.2022969951900
event_2,device_16,2170.4521004797700
event_1,device_16,2173.9607199894600
event_2,device_16,2173.9607199894600
event_1,device_16,2175.5854289528300
event_2,device_16,2175.8302433309800
event_1,device_16,2182.7296001567600
event_2,device_16,2182.9778953325700
event_1,device_16,2220.5075932948900
event_2,device_16,2220.6309286920600
event_1,device_16,2231.915943880670
event_2,device_16,2232.035914525210
event_1,device_16,2244.303668051720
event_2,device_16,2244.303668051720
event_1,device_16,2252.827733840880
event_2,device_16,2252.958030778050
event_1,device_16,2262.5336382112400
event_2,device_16,2262.5356106448100
event_1,device_16,2333.0363537521600
event_2,device_16,2333.2826764944000
event_1,device_16,2342.2816357829300
event_2,device_16,2342.4286404382500
event_1,device_52,2374.0011108740000
event_2,device_52,2374.479601188410
event_1,device_16,2375.3238047474300
event_2,device_16,2375.566762709380
event_1,device_16,2380.224733585930
event_2,device_16,2380.344704230470
event_1,device_16,2380.5855737414700
event_2,device_16,2380.822730447740
event_5,device_15,2429.3589817218500
event_5,device_15,2429.3589817218500
event_5,device_25,2429.3589817218500
event_5,device_35,2429.3589817218500
event_5,device_53,2429.3589817218500
event_5,device_35,2429.4765158356800
event_5,device_53,2429.4765158356800
event_5,device_25,2429.478488269250
event_1,device_16,2431.2699262789500
event_2,device_16,2431.3894328263500
event_1,device_16,2433.2005951994000
event_2,device_16,2433.3220742080400
event_1,device_16,2447.483368413980
event_2,device_16,2447.7266744556800
event_1,device_16,2498.853433278190
event_2,device_16,2499.0962752227600
event_1,device_16,2500.325336275240
event_2,device_16,2500.5721231146100
event_1,device_16,2509.5710824031400
event_2,device_16,2509.6960421817800
event_1,device_16,2514.3904451121600
event_2,device_16,2514.509951687220
event_1,device_16,2517.8750472839300
event_2,device_16,2518.1183533533100
event_1,device_52,2542.5382987260600
event_2,device_52,2542.7904227239800
event_1,device_16,2569.828721832810
event_2,device_16,2570.1841087847800
event_1,device_16,2571.437187175180
event_1,device_16,2571.5601744925800
event_2,device_16,2571.6874547845500
event_2,device_16,2571.696272740760
event_1,device_16,2596.7946208204800
event_2,device_16,2596.9195805991100
event_1,device_16,2602.114402730880
event_2,device_16,2602.355736339020
event_1,device_52,2605.4052418455400
event_2,device_52,2605.5360029075200
event_1,device_16,2624.4311488258600
event_2,device_16,2624.6744548675700
event_1,device_16,2629.240069224870
event_2,device_16,2629.3723385956100
event_1,device_16,2638.699302773220
event_2,device_16,2638.944117151370
event_1,device_16,2640.906113057170
event_2,device_16,2641.0364099943400
event_1,device_16,2650.7988189169700
event_2,device_16,2650.9183254643800
event_1,device_16,2654.7587787129200
event_2,device_16,2654.8782852603300
event_1,device_16,2656.4542633883400
event_2,device_16,2656.6987296867100
event_2,device_16,2656.6987296867100
event_1,device_52,2661.7740452710700
event_2,device_52,2661.9028338994800
event_1,device_52,2668.0205250642400
event_2,device_52,2668.377884449790
event_1,device_16,2693.983613270890
event_1,device_52,2693.983613270890
event_2,device_16,2694.106948668070
event_2,device_52,2694.2304000826100
event_1,device_16,2710.0593328039400
event_2,device_16,2710.1808117849100
event_1,device_16,2726.1262343807800
event_2,device_16,2726.2457409281800
event_1,device_16,2727.914191620470
event_2,device_16,2728.1532047152800
event_1,device_16,2734.27124395981
event_2,device_16,2734.388778073640
event_1,device_16,2759.452666505440
event_2,device_16,2759.577974336180
event_1,device_16,2781.822088302920
event_2,device_16,2781.9400865138900
event_1,device_16,2809.6601530823200
event_2,device_16,2809.6636338523200
event_1,device_52,2832.0496473505700
event_2,device_52,2832.653329450690
event_1,device_16,2834.1075965629900
event_2,device_16,2834.346957737560
event_1,device_16,2844.2923392998700
event_2,device_16,2844.6492345882800
event_1,device_16,2870.0124695169100
event_2,device_16,2870.3694808503500
event_1,device_16,2890.9130049902100
event_2,device_16,2891.1470289785800
event_1,device_52,2928.1851257233800
event_2,device_52,2928.304980350550
event_2,device_52,2928.304980350550
event_1,device_16,2939.312809964040
event_2,device_16,2939.55948075838
event_1,device_16,2998.72961055966
event_2,device_16,2998.849117107060
event_1,device_16,3001.760900011610
event_2,device_16,3002.005714417420
event_1,device_16,3003.875353776300
event_2,device_16,3004.1162233149700
event_1,device_16,3004.2342215259400
event_2,device_16,3004.3557005069100
event_1,device_16,3008.71478895609
event_2,device_16,3008.954150130660
event_1,device_16,3019.087841546510
event_1,device_16,3023.8332958255800
event_2,device_16,3024.099807055970
event_1,device_52,3043.0549382965700
event_2,device_52,3043.1817544637500
event_1,device_16,3062.0533471689700
event_2,device_16,3062.171345379940
event_1,device_16,3078.939738807380
event_2,device_16,3079.0630742045500
event_1,device_16,3090.803374546560
event_2,device_16,3091.046680615930
event_1,device_16,3116.998862387780
event_2,device_16,3117.243328713820
event_1,device_16,3139.19772631682
event_2,device_16,3139.326514917560
event_1,device_52,3152.6822421696000
event_2,device_52,3152.936338601090
event_2,device_16,3158.925241165110
event_1,device_16,3173.1987322986800
event_2,device_16,3173.3275208994200
event_1,device_16,3203.3939767699700
event_2,device_16,3203.6512059193500
event_1,device_16,3219.1580510523000
event_2,device_16,3219.2830108309400
event_1,device_16,3237.7213632594500
event_2,device_16,3238.1019278060000
event_1,device_52,3272.1647755539900
event_2,device_52,3272.5310689131000
event_1,device_52,3274.0811733146600
event_1,device_16,3274.331788976140
event_2,device_52,3274.333297312580
event_2,device_16,3274.5963277729600
event_1,device_16,3278.1629601436900
event_2,device_16,3278.2952295420900
event_1,device_16,3282.5870230492400
event_2,device_16,3282.984179296560
event_1,device_52,3307.545676093410
event_2,device_52,3307.9301855347600
event_1,device_16,3313.748878254790
event_1,device_16,3313.748878254790
event_2,device_16,3313.866412368620
event_2,device_16,3313.870241218390
event_2,device_16,3333.015654746110
event_1,device_16,3350.629179954500
event_2,device_16,3350.748686501910
event_1,device_16,3359.6679360771500
event_2,device_16,3359.905440863190
event_1,device_16,3385.076072991380
event_2,device_16,3385.076072991380
event_1,device_52,3391.7669315031400
event_2,device_52,3392.027989502290
event_1,device_16,3406.593401495570
event_2,device_16,3406.8309062539400
event_1,device_16,3419.070117433230
event_2,device_16,3419.3149318390400
event_1,device_16,3446.440134235890
event_2,device_16,3446.567066420440
event_1,device_16,3455.776380466850
event_2,device_16,3455.897859447820
event_1,device_16,3468.6282077475000
event_1,device_16,3468.6320365972700
event_2,device_16,3468.756996348240
event_2,device_16,3468.76082519801
event_2,device_16,3472.1568997003000
event_1,device_16,3474.7044776966700
event_2,device_16,3474.94534720768
event_1,device_16,3499.588526179030
event_2,device_16,3499.8313681512700
event_1,device_16,3503.075448864150
event_2,device_16,3503.202265058980
event_1,device_16,3510.505739672100
event_2,device_16,3510.8704086774100
event_1,device_16,3511.9598907393700
event_2,device_16,3512.079861383910
event_1,device_16,3514.3624364863300
event_2,device_16,3514.734067059310
event_1,device_16,3516.4891890048800
event_2,device_16,3516.7340033830300
event_1,device_16,3519.6207247380200
event_1,device_16,3520.937269220690
event_2,device_16,3521.056775768090
event_1,device_16,3524.282640454050
event_2,device_16,3524.585467748560
event_1,device_52,3557.9591223444900
event_2,device_52,3558.1984835467200
event_1,device_16,3566.938009189900
event_2,device_16,3567.367652651580
event_1,device_16,3580.0747957902500
event_2,device_16,3580.1997555412200
event_1,device_16,3583.0264915739500
event_1,device_16,3583.0264915739500
event_2,device_16,3583.1533077411200
event_2,device_16,3583.1533077411200
event_1,device_52,3592.573092535130
event_2,device_52,3592.6945715161000
event_1,device_16,3632.276301362470
event_2,device_16,3632.5138061485100
event_1,device_16,3653.441723684690
event_2,device_16,3653.681200904290
event_1,device_16,3666.145037973580
event_2,device_16,3666.391824812960
event_1,device_16,3667.004788994080
event_2,device_16,3667.2438020888800
event_1,device_16,3738.832518921760
event_2,device_16,3738.9523735489300
event_1,device_16,3806.3741406359400
event_2,device_16,3806.633342218890
event_1,device_16,3806.7566776160600
event_2,device_16,3807.003464427770
event_1,device_16,3819.1207325289600
event_2,device_16,3819.3675193683400
event_1,device_16,3879.2681474645700
event_2,device_16,3879.509481072710
event_1,device_16,3887.502148810220
event_2,device_16,3887.6309374109700
event_1,device_16,3891.6867344961700
event_2,device_16,3891.8082134771400
event_1,device_16,3898.4970995553400
event_2,device_16,3898.618926616070
event_1,device_52,3901.828199601260
event_2,device_52,3902.4338541626100
event_1,device_16,3932.5619197092300
event_2,device_16,3933.036813208600
event_1,device_16,3957.988156660670
event_2,device_16,3958.10766320807
event_1,device_16,3960.38176843405
event_2,device_16,3960.7406361560200
event_1,device_16,3963.681541549950
event_2,device_16,3963.803020530920
event_1,device_16,3994.395537266910
event_2,device_16,3994.6438324150600
event_1,device_16,3997.7351072169400
event_2,device_16,3997.8638958176800
event_1,device_16,4016.9570977400300
event_2,device_16,4017.0785767486700
event_1,device_52,4042.2727621176400
event_2,device_52,4042.3980699760500
event_1,device_52,4044.4033434859700
event_2,device_52,4044.6481578641100
event_1,device_16,4056.5880225465700
event_2,device_16,4056.7060207575400
event_1,device_16,4059.161126217290
event_2,device_16,4059.28794238446
event_1,device_16,4063.075835947880
event_2,device_16,4070.748968672740
event_2,device_16,4070.748968672740
event_1,device_16,4087.056739760590
event_2,device_16,4087.421524810930
event_1,device_16,4095.1639249390600
event_2,device_16,4095.6442716420100
event_1,device_16,4100.7737712653000
event_2,device_16,4100.893625892470
event_1,device_16,4112.421947150460
event_2,device_16,4112.546906901430
event_1,device_16,4118.617375567270
event_2,device_16,4118.85870920307
event_1,device_16,4122.686399600610
event_2,device_16,4122.9381755187600
event_1,device_16,4134.60062256369
event_2,device_16,4134.722101544660
event_1,device_16,4139.233531863030
event_2,device_16,4139.40757052913
event_1,device_16,4205.373330105000
event_1,device_16,4205.496665502170
event_2,device_16,4205.627426564150
event_2,device_16,4205.748789527750
event_1,device_16,4211.52037579388
event_2,device_16,4211.763217738450
event_1,device_16,4222.330497483120
event_2,device_16,4222.569858657690
event_1,device_16,4222.810844186060
event_2,device_16,4223.052177821870
event_1,device_16,4234.81603137699
event_2,device_16,4235.055392551560
event_1,device_16,4242.159650904000
event_2,device_16,4242.3951832288000
event_1,device_16,4253.863983261650
event_2,device_16,4253.98348980905
event_1,device_16,4304.386595859240
event_2,device_16,4304.504594070210
event_1,device_16,4304.861489358610
event_2,device_16,4305.100966550550
event_1,device_16,4332.614507238530
event_2,device_16,4332.862802386670
event_1,device_16,4335.441243243590
event_2,device_16,4335.684201233200
event_1,device_16,4344.443683329790
event_2,device_16,4344.683160521730
event_1,device_16,4349.366657044960
event_2,device_16,4349.486163592360
event_1,device_16,4354.472603427480
event_2,device_16,4354.894937269380
event_1,device_16,4355.716399764530
event_2,device_16,4355.850641596500
event_1,device_16,4362.4815147859900
event_2,device_16,4362.8403825079700
event_1,device_16,4391.23687934979
event_2,device_16,4391.519634173520
event_1,device_52,4402.864982764170
event_2,device_52,4402.982980975140
event_1,device_16,4447.572847481200
event_2,device_16,4447.582129534540
event_1,device_16,4450.172985162700
event_2,device_16,4450.298292993440
event_1,device_16,4452.0154744934300
event_2,device_16,4452.265278005680
event_1,device_16,4455.797566773510
event_2,device_16,4456.1529537254900
event_1,device_16,4456.631792092000
event_2,device_16,4456.876606497800
event_1,device_16,4479.660936472390
event_2,device_16,4479.662908905960
event_1,device_16,4490.406083732920
event_2,device_16,4490.768896322030
event_1,device_16,4492.8341551542200
event_2,device_16,4493.200332523630
event_1,device_16,4521.7272423200000
event_2,device_16,4521.856030948400
event_1,device_16,4533.369616921810
event_1,device_16,4533.48958756635
event_2,device_16,4533.607121680190
event_2,device_16,4533.609094113750
event_2,device_16,4551.305693760400
event_1,device_16,4552.265226937290
event_2,device_16,4552.388214282350
event_1,device_16,4560.681736825480
event_2,device_16,4560.80704468388
event_1,device_16,4578.067039328840
event_2,device_16,4578.309881273420
event_1,device_16,4583.299801878530
event_2,device_16,4583.301774312100
event_1,device_52,4588.102920994200
event_1,device_16,4588.2208031878
event_2,device_16,4588.34425460234
event_2,device_52,4588.345762938770
event_1,device_16,4614.3506204407800
event_2,device_16,4614.473955837950
event_1,device_16,4615.83575038597
event_2,device_16,4616.075111560540
event_1,device_16,4617.895556014590
event_2,device_16,4618.136541542970
event_1,device_16,4643.746099213840
event_2,device_16,4643.987432821980
event_1,device_16,4645.189459891340
event_2,device_16,4645.426964649710
event_1,device_16,4649.5574823141
event_2,device_16,4649.796843516330
event_1,device_16,4690.5211952243000
event_2,device_16,4690.523051640500
event_1,device_16,4697.929789180010
event_2,device_16,4697.929789180010
event_1,device_16,4705.079297597800
event_2,device_16,4705.318658772380
event_2,device_16,4710.539122595860
event_1,device_16,4713.131834612550
event_2,device_16,4713.253313593520
event_1,device_16,4717.242279833820
event_1,device_16,4729.084218748430
event_2,device_16,4729.205697729400
event_1,device_16,4754.396402356030
event_2,device_16,4754.643189167740
event_1,device_16,4763.676608131850
event_2,device_16,4763.799943529030
event_1,device_52,4787.890027624160
event_2,device_52,4788.011390587760
event_1,device_16,4795.942564638910
event_2,device_16,4796.185406583480
event_1,device_16,4800.553429033900
event_2,device_16,4800.670963147740
event_1,device_16,4809.40735610068
event_1,device_16,4809.650198072920
event_2,device_16,4809.651822426720
event_2,device_16,4809.771677053890
event_1,device_16,4811.4161103806100
event_2,device_16,4811.660924786410
event_1,device_16,4814.192259161770
event_2,device_16,4814.311765709180
event_1,device_52,4814.790604103350
event_1,device_16,4836.106395833520
event_1,device_16,4836.106395833520
event_2,device_16,4836.237156867830
event_2,device_16,4836.237156867830
event_1,device_16,4838.603270560960
event_2,device_16,4838.728230311930
event_1,device_16,4842.773701104500
event_1,device_16,4842.773701104500
event_2,device_16,4842.902489705240
event_1,device_16,4847.281302545440
event_2,device_16,4847.404637942610
event_1,device_16,4851.569615282580
event_2,device_16,4851.823247616920
event_1,device_16,4869.855625869560
event_2,device_16,4870.109374248940
event_1,device_16,4870.375769434300
event_2,device_16,4870.501077265040
event_1,device_16,4890.524109788060
event_2,device_16,4890.525966204260
event_1,device_16,4893.5593441348100
event_2,device_16,4893.566653754580
event_1,device_16,4905.62637303654
event_1,device_16,4905.62637303654
event_2,device_16,4905.867358592580
event_2,device_16,4905.867358592580
event_1,device_16,4910.985951781070
event_2,device_16,4911.125646816610
event_1,device_16,4940.784156050060
event_1,device_16,4940.784156050060
event_2,device_16,4940.902038216000
event_2,device_16,4940.902038216000
event_1,device_16,4944.599083596600
event_2,device_16,4944.840417204740
event_1,device_16,4946.192813682050
event_2,device_16,4946.314292663020
event_1,device_16,5001.7003577783100
event_2,device_16,5001.817891892150
event_1,device_16,5008.911359827140
event_2,device_16,5009.06532605013
event_1,device_16,5055.153433404500
event_2,device_16,5055.394418960530
event_2,device_16,5086.691908317130
event_1,device_16,5087.310325701820
event_2,device_16,5087.437257886360
event_1,device_52,5102.887598494710
event_2,device_52,5103.010585812110
event_1,device_16,5112.263641559790
event_2,device_16,5113.1028560123700
event_1,device_52,5139.283724614040
event_2,device_52,5139.539329409630
event_1,device_16,5141.006359317610
event_1,device_16,5141.00984008761
event_2,device_16,5141.27089808676
event_2,device_16,5141.2836609377700
event_1,device_16,5168.762741950160
event_2,device_16,5168.880740161130
event_1,device_16,5174.836691386000
event_2,device_16,5175.079997455370
event_1,device_16,5262.334514750620
event_2,device_16,5262.457850147800
event_1,device_16,5263.7341336992000
event_2,device_16,5263.736106132770
event_1,device_16,5265.36429586614
event_2,device_16,5265.491112060980
event_1,device_16,5294.239631102140
event_2,device_16,5294.355656879540
event_1,device_16,5383.303686416630
event_2,device_16,5383.421684627600
event_1,device_16,5391.811160532680
event_2,device_16,5392.05400247725
event_1,device_16,5417.843052017800
event_2,device_16,5417.964879078540
event_1,device_52,5448.845139744690
event_2,device_52,5448.972420009000
event_1,device_16,5494.43433628943
event_2,device_16,5494.6756698975700
event_1,device_16,5521.707007438740
event_2,device_16,5521.9445121971100
event_1,device_16,5545.227753036640
event_2,device_16,5545.592073962190
event_1,device_16,5551.009665595420
event_1,device_16,5551.370505750960
event_2,device_16,5551.497786042930
event_2,device_16,5551.622745793900
event_1,device_16,5593.984453298880
event_2,device_16,5594.232748447020
event_1,device_52,5601.030350682850
event_2,device_52,5601.393163271960
event_1,device_16,5603.79176417944
event_2,device_16,5603.915099576610
event_1,device_16,5604.1711684693300
event_2,device_16,5604.417491183900
event_1,device_16,5609.546990807200
event_2,device_16,5609.795285983000
event_1,device_16,5638.09745384434
event_2,device_16,5638.336931063940
event_1,device_16,5642.492974402680
event_2,device_16,5642.746606764690
event_1,device_16,5654.8280228712300
event_2,device_16,5655.06935650703
event_1,device_16,5657.772757114930
event_2,device_16,5657.90502648567
event_1,device_16,5663.208564775060
event_2,device_16,5663.333872605800
event_1,device_16,5665.790486401990
event_2,device_16,5666.296358806940
event_1,device_52,5677.984447543590
event_2,device_52,5678.363503753710
event_1,device_16,5696.85952099115
event_2,device_16,5697.098882165720
event_1,device_16,5720.218990773960
event_2,device_16,5720.33884540113
event_1,device_52,5722.017738403430
event_2,device_52,5722.137709047970
event_1,device_16,5744.72096634567
event_2,device_16,5744.72096634567
event_1,device_16,5766.413841852390
event_2,device_16,5766.651346610760
event_1,device_16,5777.331171362820
event_2,device_16,5777.457987529990
event_1,device_16,5789.818561672890
event_2,device_16,5790.1848550596700
event_1,device_16,5791.427143060290
event_2,device_16,5791.550478457460
event_1,device_16,5811.439269148500
event_2,device_16,5811.442749918510
event_1,device_16,5814.694140278810
event_2,device_16,5814.953225816740
event_1,device_16,5815.208946629680
event_2,device_16,5815.2162562771200
event_1,device_52,5816.4182833188100
event_2,device_52,5816.663097724620
event_1,device_16,5851.521882265740
event_2,device_16,5851.646842044370
